year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,hour_sin,hour_cos,month_sin,month_cos,O3_target,NO2_target
2024.0,5.0,5.0,17.0,33.62,50.52,16.35,7.16,1.35,-2.14,-0.01,,,,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,26.539137,31.182888
2024.0,5.0,5.0,18.0,33.5,51.86,16.37,7.01,1.08,-2.34,0.32,,,,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,26.539137,30.225422
2024.0,5.0,5.0,19.0,32.92,52.05,20.08,6.84,1.18,-2.21,-0.2,,,,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,26.539137,28.677397
2024.0,5.0,5.0,20.0,32.33,52.24,17.06,6.66,1.27,-2.08,-0.73,,,,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,26.539137,27.73713
2024.0,5.0,5.0,21.0,31.74,52.43,15.39,6.49,1.36,-1.95,-1.25,,,,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,26.802214,27.73713
2024.0,5.0,5.0,22.0,39.5,49.13,18.34,6.45,1.67,-1.86,-1.41,,,,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,26.802214,28.696144
2024.0,5.0,5.0,23.0,47.25,45.82,18.27,6.41,1.99,-1.78,-1.58,,,,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,26.802214,24.486855
2022.0,3.0,26.0,0.0,130.89,18.32,14.52,6.27,0.42,-0.49,-0.15,,,,0.0,1.0,1.0,6.123233995736766e-17,23.722998,50.183823
2022.0,3.0,26.0,1.0,129.03,19.79,18.35,6.09,0.6,-0.94,-0.04,,,,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,23.2216,48.323517
2022.0,3.0,26.0,2.0,127.16,21.25,21.55,5.91,0.78,-1.39,0.07,,,,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,23.2216,48.323517
2022.0,3.0,26.0,3.0,125.29,22.72,19.41,5.73,0.96,-1.84,0.18,,,,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,23.2216,49.8764
2022.0,3.0,26.0,4.0,117.73,23.92,18.6,5.44,0.98,-0.99,0.3,,,,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,29.265404,48.881798
2022.0,3.0,26.0,5.0,110.17,25.12,17.67,5.16,0.99,-0.13,0.42,,,,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,34.073685,49.62495
2022.0,3.0,26.0,6.0,102.62,26.32,18.72,4.87,1.01,0.72,0.54,,,,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,43.306984,40.21256
2022.0,3.0,26.0,7.0,109.77,25.47,17.81,5.85,0.25,0.75,1.11,,,,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,43.05172,32.46617
2022.0,3.0,26.0,8.0,116.92,24.61,20.58,6.82,-0.51,0.79,1.68,,,,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,43.05172,32.034958
2022.0,3.0,26.0,9.0,124.08,23.76,22.5,7.79,-1.27,0.82,2.24,0.35,1.2,0.29,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,43.05172,30.805286
2022.0,3.0,26.0,10.0,140.89,25.7,16.13,7.86,-2.45,-0.14,1.49,,,,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,43.05172,30.805286
2022.0,3.0,26.0,11.0,157.7,27.63,20.53,7.94,-3.62,-1.1,0.74,,,,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,43.05172,30.12416
2022.0,3.0,26.0,12.0,174.51,29.57,18.71,8.01,-4.8,-2.06,-0.01,,,,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,44.975243,35.98993
2022.0,3.0,26.0,13.0,160.09,32.53,19.19,7.91,-3.64,-1.95,0.86,,,,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,32.93043,63.90939
2022.0,3.0,26.0,14.0,145.68,35.49,18.62,7.81,-2.48,-1.84,1.74,,,,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,21.9912,70.02885
2022.0,3.0,26.0,15.0,131.27,38.45,20.0,7.71,-1.33,-1.72,2.61,,,,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,21.9912,68.130394
2022.0,3.0,26.0,16.0,135.56,33.77,20.13,6.8,-0.92,-0.42,2.06,,,,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,21.9912,66.75271
2022.0,3.0,26.0,17.0,139.86,29.08,21.01,5.88,-0.51,0.89,1.51,,,,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,22.112944,61.663593
2022.0,3.0,26.0,18.0,144.16,24.4,20.89,4.97,-0.1,2.2,0.97,,,,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,23.115961,65.17032
2022.0,3.0,26.0,19.0,151.27,23.98,20.27,4.92,0.26,1.49,0.73,,,,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,23.115961,60.85742
2022.0,3.0,26.0,20.0,158.38,23.57,20.69,4.86,0.63,0.79,0.49,,,,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,23.115961,54.237167
2022.0,3.0,26.0,21.0,165.5,23.15,21.75,4.81,1.0,0.09,0.25,,,,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,23.115961,53.065006
2022.0,3.0,26.0,22.0,163.2,22.99,19.52,4.76,1.6,0.14,0.64,,,,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,23.115961,52.583454
2022.0,3.0,26.0,23.0,160.9,22.83,17.62,4.7,2.2,0.2,1.04,,,,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,23.115961,48.054523
2019.0,11.0,22.0,0.0,44.67,34.35,8.12,13.17,1.52,-0.95,2.53,,,,0.0,1.0,-0.5000000000000004,0.8660254037844384,21.27229,37.575695
2019.0,11.0,22.0,1.0,31.0,52.05,8.54,12.93,1.95,-0.97,2.64,,,,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,20.470541,36.550797
2019.0,11.0,22.0,2.0,17.34,69.75,9.92,12.7,2.37,-0.99,2.76,,,,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,20.470541,36.550797
2019.0,11.0,22.0,3.0,3.67,87.45,9.33,12.47,2.8,-1.01,2.88,,,,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,20.470541,41.107395
2019.0,11.0,22.0,4.0,24.67,65.51,7.59,14.47,3.31,-0.94,3.39,,,,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,22.291193,37.85541
2019.0,11.0,22.0,5.0,45.66,43.57,8.37,16.47,3.83,-0.86,3.9,,,,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,26.726694,37.85541
2019.0,11.0,22.0,6.0,66.66,21.63,7.73,18.48,4.34,-0.79,4.41,,,,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,30.28894,38.612976
2019.0,11.0,22.0,7.0,67.3,20.0,10.98,18.66,3.34,-0.16,3.57,,,,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,30.28894,38.53824
2019.0,11.0,22.0,8.0,67.94,18.36,10.28,18.85,2.34,0.48,2.73,,,,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,30.28894,35.963963
2019.0,11.0,22.0,9.0,68.58,16.72,10.12,19.03,1.33,1.11,1.89,,,,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,30.28894,35.963963
2019.0,11.0,22.0,10.0,60.33,21.63,9.49,19.43,0.91,0.54,1.79,,,,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,30.28894,35.963963
2019.0,11.0,22.0,11.0,52.07,26.54,8.82,19.82,0.48,-0.03,1.68,,,,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,30.28894,35.963963
2019.0,11.0,22.0,12.0,43.82,31.44,9.84,20.22,0.06,-0.6,1.57,,,,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,30.28894,47.48423
2019.0,11.0,22.0,13.0,48.06,30.83,9.28,20.21,0.48,-0.27,2.08,,,,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,21.27229,53.208607
2019.0,11.0,22.0,14.0,52.31,30.22,8.98,20.2,0.91,0.06,2.58,,,,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,21.27229,53.757233
2019.0,11.0,22.0,15.0,56.56,29.61,8.63,20.19,1.33,0.38,3.09,,,,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,21.27229,53.757233
2019.0,11.0,22.0,16.0,54.47,26.25,6.93,20.28,1.43,0.52,2.98,,,,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,21.27229,53.440323
2019.0,11.0,22.0,17.0,52.38,22.9,7.9,20.38,1.53,0.65,2.87,,,,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,21.27229,50.66844
2019.0,11.0,22.0,18.0,50.29,19.54,6.85,20.47,1.63,0.79,2.77,,,,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,21.27229,50.80389
2019.0,11.0,22.0,19.0,40.41,29.28,6.65,19.9,1.31,1.01,1.97,,,,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,21.27229,50.91325
2019.0,11.0,22.0,20.0,30.54,39.01,9.59,19.32,0.98,1.24,1.17,,,,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,22.187948,48.145508
2019.0,11.0,22.0,21.0,20.66,48.74,9.79,18.75,0.65,1.46,0.36,,,,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,20.99546,45.545544
2019.0,11.0,22.0,22.0,14.21,64.23,7.08,19.26,1.16,1.2,0.62,,,,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,20.239902,43.75474
2019.0,11.0,22.0,23.0,7.76,79.71,7.01,19.77,1.67,0.93,0.88,,,,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,20.239902,40.670525
2020.0,8.0,21.0,0.0,38.49,53.37,20.56,21.59,0.98,-0.82,2.92,,,,0.0,1.0,-0.8660254037844385,-0.5000000000000004,26.281706,21.742447
2020.0,8.0,21.0,1.0,42.89,52.3,21.21,21.02,-0.2,-0.39,2.09,,,,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,24.836813,21.760998
2020.0,8.0,21.0,2.0,47.29,51.23,20.97,20.44,-1.39,0.04,1.26,,,,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,24.973177,21.760998
2020.0,8.0,21.0,3.0,51.69,50.17,20.24,19.86,-2.57,0.47,0.43,,,,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,27.267881,21.760998
2020.0,8.0,21.0,4.0,54.92,49.23,21.56,19.57,-2.56,1.02,0.61,,,,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,28.373611,21.701294
2020.0,8.0,21.0,5.0,58.16,48.29,20.6,19.28,-2.55,1.57,0.79,,,,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,32.25285,20.903072
2020.0,8.0,21.0,6.0,61.39,47.35,21.12,18.99,-2.55,2.12,0.97,,,,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,35.984013,19.598759
2020.0,8.0,21.0,7.0,68.05,38.15,21.11,19.48,-2.45,1.54,1.28,0.32,0.15,2.1,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,37.99792,20.35234
2020.0,8.0,21.0,8.0,74.72,28.95,20.6,19.98,-2.36,0.96,1.6,,,,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,37.99792,20.802086
2020.0,8.0,21.0,9.0,81.38,19.76,20.79,20.47,-2.27,0.38,1.91,0.27,1.08,0.25,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,37.99792,20.802086
2020.0,8.0,21.0,10.0,74.46,20.74,19.63,20.6,-1.93,0.32,2.08,,,,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,37.99792,20.190289
2020.0,8.0,21.0,11.0,67.54,21.71,19.16,20.72,-1.6,0.26,2.24,,,,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,37.99792,20.190289
2020.0,8.0,21.0,12.0,60.62,22.69,17.69,20.84,-1.27,0.2,2.41,,,,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,37.99792,20.13974
2020.0,8.0,21.0,13.0,73.09,21.08,18.81,20.6,-1.05,0.14,1.64,,,,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,29.61904,24.343468
2020.0,8.0,21.0,14.0,85.57,19.48,20.5,20.36,-0.84,0.08,0.86,,,,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,27.22845,28.061996
2020.0,8.0,21.0,15.0,98.04,17.87,21.25,20.12,-0.63,0.01,0.09,,,,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,25.650331,29.35174
2020.0,8.0,21.0,16.0,94.0,17.56,19.03,20.3,0.18,0.12,0.04,,,,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,25.650331,29.35174
2020.0,8.0,21.0,17.0,89.96,17.24,19.82,20.49,1.0,0.23,-0.02,,,,-0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,25.650331,29.35174
2020.0,8.0,21.0,18.0,85.92,16.93,18.61,20.68,1.81,0.34,-0.07,,,,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,25.650331,28.376007
2020.0,8.0,21.0,19.0,90.86,20.35,18.49,20.7,2.03,-0.06,0.16,,,,-0.9659258262890684,0.2588190451025203,-0.8660254037844385,-0.5000000000000004,25.650331,26.997852
2020.0,8.0,21.0,20.0,95.79,23.76,18.21,20.72,2.24,-0.47,0.38,,,,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,25.650331,24.704075
2020.0,8.0,21.0,21.0,100.72,27.18,17.7,20.74,2.46,-0.88,0.6,,,,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,25.650331,24.704075
2020.0,8.0,21.0,22.0,108.13,24.9,17.63,20.79,2.53,-0.5,0.42,,,,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,25.650331,21.650778
2020.0,8.0,21.0,23.0,115.54,22.62,16.72,20.85,2.6,-0.13,0.24,,,,-0.25881904510252157,0.9659258262890681,-0.8660254037844385,-0.5000000000000004,25.650331,20.321167
2021.0,2.0,20.0,0.0,117.73,23.11,22.28,21.26,2.33,-1.6,-2.86,,,,0.0,1.0,0.8660254037844386,0.5000000000000001,24.667181,48.34394
2021.0,2.0,20.0,1.0,119.26,20.54,23.06,21.26,1.91,-2.04,-2.69,,,,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,22.236422,49.18176
2021.0,2.0,20.0,2.0,120.79,17.96,21.78,21.26,1.49,-2.48,-2.52,,,,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,22.236422,48.35046
2021.0,2.0,20.0,3.0,122.33,15.39,23.17,21.27,1.07,-2.92,-2.35,,,,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,22.236422,51.302853
2021.0,2.0,20.0,4.0,127.12,16.12,23.17,21.11,0.62,-2.21,-2.8,,,,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,30.628878,51.302853
2021.0,2.0,20.0,5.0,131.91,16.84,23.54,20.95,0.17,-1.5,-3.26,,,,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,45.50614,51.721855
2021.0,2.0,20.0,6.0,136.7,17.57,22.09,20.79,-0.28,-0.79,-3.71,,,,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,64.89641,47.337524
2021.0,2.0,20.0,7.0,120.42,19.51,22.61,20.88,-2.8,0.52,-3.59,,,,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,66.23291,34.241272
2021.0,2.0,20.0,8.0,104.14,21.45,22.95,20.96,-5.32,1.82,-3.47,0.73,0.82,0.9,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,66.23291,33.483032
2021.0,2.0,20.0,9.0,87.86,23.39,23.7,21.04,-7.84,3.13,-3.35,,,,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,61.3095,32.69409
2021.0,2.0,20.0,10.0,93.5,24.83,22.7,20.27,-6.17,3.13,-3.55,,,,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,61.3095,32.69409
2021.0,2.0,20.0,11.0,99.15,26.27,22.6,19.5,-4.5,3.13,-3.76,,,,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,61.3095,33.747196
2021.0,2.0,20.0,12.0,104.8,27.71,21.94,18.73,-2.83,3.13,-3.96,,,,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,61.3095,37.67858
2021.0,2.0,20.0,13.0,114.67,25.71,21.19,18.44,-1.73,2.11,-3.68,,,,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,45.907734,58.208977
2021.0,2.0,20.0,14.0,124.55,23.72,21.28,18.15,-0.62,1.1,-3.4,,,,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,24.667181,64.16831
2021.0,2.0,20.0,15.0,134.43,21.73,22.03,17.86,0.48,0.08,-3.11,,,,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,24.667181,64.634636
2021.0,2.0,20.0,16.0,146.15,22.51,21.52,18.71,1.0,-0.53,-2.6,,,,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,24.358206,64.05771
2021.0,2.0,20.0,17.0,157.87,23.29,20.59,19.55,1.52,-1.14,-2.08,,,,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,24.358206,62.71558
2021.0,2.0,20.0,18.0,169.59,24.07,20.76,20.39,2.03,-1.76,-1.56,,,,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,24.358206,58.907173
2021.0,2.0,20.0,19.0,168.58,27.77,21.78,20.12,2.68,-2.09,-2.01,,,,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,24.358206,55.70594
2021.0,2.0,20.0,20.0,167.56,31.47,20.4,19.85,3.32,-2.42,-2.46,,,,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,24.294212,54.20773
2021.0,2.0,20.0,21.0,166.55,35.17,20.37,19.58,3.97,-2.75,-2.91,,,,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,23.547476,52.820843
2021.0,2.0,20.0,22.0,152.31,28.92,19.36,19.58,4.02,-2.21,-3.1,,,,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,24.603188,51.732407
2021.0,2.0,20.0,23.0,138.07,22.67,19.98,19.59,4.07,-1.67,-3.29,,,,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,24.667181,46.596252
2024.0,4.0,11.0,0.0,30.78,36.21,9.36,19.44,-2.17,-1.08,-1.72,,,,0.0,1.0,0.8660254037844387,-0.4999999999999998,26.317574,42.412445
2024.0,4.0,11.0,1.0,40.71,31.11,11.47,19.25,-2.44,-0.72,-1.97,,,,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,26.310587,49.07263
2024.0,4.0,11.0,2.0,50.63,26.01,13.28,19.06,-2.71,-0.36,-2.22,,,,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,26.310587,52.981815
2024.0,4.0,11.0,3.0,60.56,20.91,12.52,18.87,-2.98,0.0,-2.47,,,,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,31.35112,52.981815
2024.0,4.0,11.0,4.0,47.5,31.77,16.75,18.78,-2.32,0.77,-2.67,,,,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,37.899723,51.40268
2024.0,4.0,11.0,5.0,34.44,42.63,14.52,18.68,-1.67,1.55,-2.86,,,,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,37.427776,38.86648
2024.0,4.0,11.0,6.0,21.38,53.49,14.7,18.58,-1.02,2.32,-3.05,,,,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,30.552485,24.503666
2024.0,4.0,11.0,7.0,20.79,53.97,16.78,18.62,-1.03,1.5,-2.75,,,,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,30.552485,24.503666
2024.0,4.0,11.0,8.0,20.19,54.44,15.71,18.66,-1.05,0.68,-2.46,,,,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,30.552485,24.503666
2024.0,4.0,11.0,9.0,19.6,54.92,13.04,18.69,-1.06,-0.13,-2.16,0.9,1.64,0.55,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,30.552485,24.503666
2024.0,4.0,11.0,10.0,15.21,54.82,13.66,18.24,-0.29,-0.21,-2.32,,,,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,30.552485,24.503666
2024.0,4.0,11.0,11.0,10.82,54.71,14.52,17.79,0.49,-0.29,-2.48,,,,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,30.552485,24.503666
2024.0,4.0,11.0,12.0,6.43,54.61,13.99,17.34,1.26,-0.37,-2.64,,,,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,30.552485,24.751665
2024.0,4.0,11.0,13.0,7.43,56.84,13.11,17.25,1.0,-0.68,-2.54,,,,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,34.393837,28.35337
2024.0,4.0,11.0,14.0,8.42,59.07,14.95,17.15,0.73,-1.0,-2.44,,,,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,30.87925,45.02529
2024.0,4.0,11.0,15.0,9.42,61.31,17.15,17.06,0.47,-1.32,-2.34,,,,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,26.317574,49.66426
2024.0,4.0,11.0,16.0,12.64,62.04,18.29,16.72,0.42,-1.54,-2.42,,,,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,26.317574,50.487312
2024.0,4.0,11.0,17.0,15.86,62.78,19.02,16.38,0.37,-1.76,-2.5,,,,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,26.317574,50.487312
2024.0,4.0,11.0,18.0,19.09,63.52,17.74,16.04,0.32,-1.97,-2.58,,,,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,24.119452,51.80935
2024.0,4.0,11.0,19.0,23.66,62.3,19.17,16.26,0.58,-1.77,-2.2,,,,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,26.317574,48.657394
2024.0,4.0,11.0,20.0,28.24,61.08,20.29,16.49,0.84,-1.57,-1.82,,,,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,26.317574,41.587635
2024.0,4.0,11.0,21.0,32.82,59.86,22.61,16.71,1.1,-1.36,-1.44,,,,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,26.317574,36.17226
